time,close,high,low,open,volumefrom,volumeto
1508284800,5575.83,5601.3,5114.87,5598.58,122020.31,654722509.03
1508371200,5698.65,5737.41,5517.62,5576.71,83056.09,469774559.06
1508457600,5993.11,6075.32,5611.39,5698.62,123860.51,729487923.01
1508544000,6006.65,6187.2,5874.54,5993.11,112943.89,684989667.22
1508630400,5982.86,6070.56,5722.98,6006.65,105030.93,618893096.8
1508716800,5903.61,6048.98,5644.22,5982.86,137140.4,801148315.46
1508803200,5513.08,5904.63,5463.41,5903.61,143735.81,811951129.66
1508889600,5734,5747.96,5375.64,5513.08,105839.48,585738379.88
1508976000,5887.61,5970.4,5689.92,5734,93675.55,547664553.57
1509062400,5764.56,5997.83,5692.32,5887.62,83933.5,488283724.04
1509148800,5726.61,5871.04,5654.8,5764.56,53232.17,305611140.99
1509235200,6147.52,6295.43,5679.37,5726.61,163055.75,966990808.93
1509321600,6124.28,6226.18,6018.97,6147.7,78624.31,481600502.95
1509408000,6451.24,6467.2,6090.83,6124.28,101249.62,637838767.02
1509494400,6737.78,6738.74,6355,6449.1,133191.93,869798619.79
1509580800,7024.81,7339.91,6737.77,6737.78,238796.19,1663170039.86
1509667200,7152.12,7445.62,6938.93,7024.81,154886.75,1120978013.29
1509753600,7363.8,7492.24,6957.84,7146.98,106602.67,773371754.85
1509840000,7389.55,7599.44,7284.33,7363.8,105727.2,789287755.18
1509926400,6959.23,7429.7,6934.73,7389.55,159688.48,1148125488.89
1510012800,7102.75,7222.37,6957.8,6959.27,101044.57,716798409.14
1510099200,7444.36,7869.1,7026.97,7102.23,220224.38,1632547465.88
1510185600,7129.59,7457.12,7040.83,7444.36,126769.9,915963933.06
1510272000,6565.8,7318.97,6406.05,7129.59,222001.18,1513421266.51
1510358400,6339.86,6821.5,6197.87,6565.8,135719.07,878096915.35
1510444800,5878.13,6490.53,5493.64,6339.87,269832.87,1629165385.9
1510531200,6522.45,6760.15,5828.34,5878.09,178340.89,1135256036.03
1510617600,6597.06,6728.59,6419.18,6522.45,96502.09,634604991.54
1510704000,7283.22,7330.06,6596.94,6597.06,131120.23,922959468.47
1510790400,7853.68,7964.64,7119.17,7283.02,133937.8,1010130763.21
1510876800,7699.95,8000.19,7534.7,7853.68,117347.03,917599923.24
1510963200,7780.91,7857.52,7458.9,7699.95,74382.12,571121111
1511049600,8042.64,8100.87,7675.41,7781.02,68618.85,541391321.61
1511136000,8244.69,8294.12,7947.28,8042.64,75703.64,617354329.03
1511222400,8099.97,8368.36,7819.06,8245.87,115454.28,938345413.24
1511308800,8234.55,8304.37,8091.63,8099.92,65811.68,539697375.37
1511395200,8013.41,8266.55,8012.35,8234.5,68010.7,555465146.26
1511481600,8200.8,8332.94,7900.17,8013.38,72994.63,595710405.8
1511568000,8754.69,8761.98,8153.7,8203.45,84670.41,718483679.6
1511654400,9318.42,9474.62,8746.56,8754.62,85891.98,782499976.71
1511740800,9733.2,9733.61,9316.84,9318.42,106902.79,1025175619.87
1511827200,9906.04,9969.58,9638.2,9732.63,87754.89,865328615.73
1511913600,9837.86,11417.84,8938.7,9906.04,233325.32,2418792360.6
1512000000,9946.76,10689.06,9023.77,9848.05,187008.87,1836210107.31
1512086400,10861.47,10942.8,9420.93,9947.08,131918.85,1353669597.43
1512172800,10912.73,11175.23,10715.55,10861.47,86825.51,950474241.58
1512259200,11246.21,11851.09,10578.43,10912.72,122125.7,1380012064.12
1512345600,11623.91,11624.63,10917.81,11244.2,93173.9,1057859226.18
1512432000,11667.13,11901.87,11486.13,11624.37,89687.21,1048839303.8
1512518400,13749.57,13843.2,11661.76,11667.13,191576.66,2437037791.81
1512604800,16850.31,16879.26,13401.61,13750.09,297108.66,4510225316.19
1512691200,16047.61,17294.85,13906.1,16867.98,286762.02,4546014731.58
1512777600,14843.42,16313.18,13151.47,16048.18,181979.81,2699876215.33
1512864000,15059.6,15783.2,13031,14839.98,201620.09,2904037859.64
1512950400,16732.47,17399.18,15024.56,15060.45,159724.56,2634267594.52
1513036800,17083.9,17560.65,16254.53,16733.29,132846.57,2246138895.89
1513123200,16286.82,17267.96,15669.86,17083.9,155407.35,2576055941.69
1513209600,16467.91,16941.08,16023.64,16286.82,107918.03,1773813863.46
1513296000,17604.85,17987.03,16442.2,16467.91,153651.15,2682351213.91
1513382400,19345.49,19587.7,17318.54,17594.08,112173.97,2078806368.79
1513468800,19065.71,19870.62,18750.91,19346.6,117408.38,2264650369.71
1513555200,18972.32,19221.1,18114.42,19065.71,139251.39,2597510049.89
1513641600,17523.7,19021.97,16812.8,18971.19,174543.37,3136709262.09
1513728000,16461.97,17813.6,15642.69,17521.73,227676.13,3791752510.78
1513814400,15632.12,17301.83,14952.98,16461.09,163735.02,2619295475.76
1513900800,13664.97,15823.72,10875.71,15632.12,466980.6,6245731508.4
1513987200,14396.46,15493.23,13356.07,13664.97,170169.39,2491903154.48
1514073600,13789.95,14413.72,12166.45,14396.63,182417.29,2428437693.16
1514160000,13833.49,14467.43,13010.71,13789.95,107475.98,1487888106.52
1514246400,15756.56,16094.67,13748.49,13830.19,143135.26,2198577125.17
1514332800,15416.64,16514.59,14534.66,15757.02,138705.28,2162831128.76
1514419200,14398.7,15505.51,13466.07,15416.34,170366.63,2425912717.56
1514505600,14392.57,15109.81,13951.08,14398.45,118874.63,1733583750.2
1514592000,12531.52,14461.46,11962.09,14392.14,182065.44,2387311023.42
1514678400,13850.4,14241.82,12359.43,12532.38,111270.55,1492142483.58
1514764800,13444.88,13921.53,12877.67,13850.49,78425.21,1057521524.42
1514851200,14754.13,15306.13,12934.16,13444.88,137732.17,1956783037.35
1514937600,15156.62,15435.01,14579.71,14754.09,106543.39,1604206990.04
1515024000,15180.08,15408.66,14244.67,15156.49,110968.82,1656714736.62
1515110400,16954.78,17126.95,14832.36,15180.08,141960.42,2283988962.92
1515196800,17172.3,17252.85,16286.57,16954.76,83927.99,1412703790.73
1515283200,16228.16,17184.81,15791.13,17174.5,79006.37,1309532650.11
1515369600,14976.17,16302.92,13902.31,16228.26,142453.96,2166366561.33
1515456000,14468.5,15390.28,14221.55,14976.17,99730.65,1486802326.34
1515542400,14919.49,14919.49,13450.54,14468.09,142303.9,2025083791.13
1515628800,13308.06,14979.96,12825.95,14920.36,173452.27,2373494121.74
1515715200,13841.19,14129.08,12851.91,13308.06,102068.02,1402292716.89
1515801600,14243.12,14595.04,13830.28,13841.19,71300.93,1021352776.21
1515888000,13638.63,14415.67,13031.91,14244.12,81536,1112590573.36
1515974400,13631.98,14355.82,13416.71,13638.63,84089.84,1170462750.59
1516060800,11282.49,13648.84,10032.69,13634.6,325702.79,3842651741.45
1516147200,11162.7,11736.3,9205.38,11282.49,348631.94,3666978316.26
1516233600,11175.52,12018.43,10642.33,11162.7,204918.02,2357251805.09
1516320000,11521.76,11780.49,10867.18,11175.52,110885.87,1264875700.45
1516406400,12783.94,13031.04,11502.11,11521.82,119084.84,1492721765.44
1516492800,11549.93,12787.35,11101.73,12783.54,130427.64,1552755289.93
1516579200,10814.52,11913.74,10067.76,11549.98,165723.08,1811992345.95
1516665600,10858.23,11388.52,9980.5,10814.52,158868.59,1710180828.64
1516752000,11429.02,11531.6,10506.55,10853.78,115804.82,1286435482.05
1516838400,11175.87,11741.92,10930.34,11428.11,93317.76,1061064251.44
1516924800,11104.2,11656.54,10346.86,11175.87,142350.84,1560135332.27
1517011200,11459.71,11638.69,10879.2,11104.34,90873.81,1031091633.68
1517097600,11767.74,12064.19,11407.94,11460.39,87917.22,1038153169.8
1517184000,11233.95,11860.29,11089.52,11767.74,80713.7,920836244.04
1517270400,10107.26,11263.7,9871.21,11234.32,164072.93,1720894077.2
1517356800,10226.86,10377.96,9698.13,10107.4,122260.49,1230902973.11
1517443200,9114.72,10280.84,8726.95,10226.86,208918.8,1964308989.29
1517529600,8870.82,9147.93,7786.2,9114.73,322596.22,2768759876.15
1517616000,9251.27,9504.37,8194.68,8872.87,139226.07,1253484523.4
1517702400,8218.05,9400.99,7889.83,9251.27,164609.06,1413207410.82
1517788800,6937.08,8391.29,6627.31,8218.05,341828.54,2534149181.03
1517875200,7701.25,7932.38,5968.36,6936.43,495883.24,3397596513.74
1517961600,7592.72,8572.68,7208.86,7701.25,271450.37,2159765331.36
1518048000,8260.69,8643.94,7590.48,7593.78,193040.33,1594673973.51
1518134400,8696.83,8743.2,7775.36,8259.26,162279.68,1348072086.15
1518220800,8569.29,9081.49,8176.25,8696.83,155616.78,1348923336.33
1518307200,8084.61,8573.35,7862.31,8569.32,123293.84,1013771945.88
1518393600,8911.27,8997.34,8084.41,8084.61,124923.98,1085921871.17
1518480000,8544.69,8955.15,8379.35,8911.17,98632.88,853320352.71
1518566400,9485.64,9508.22,8542.98,8544.69,133702.54,1220863360.18
1518652800,10033.75,10223.58,9363.38,9485.64,168776.78,1666668487.88
1518739200,10188.73,10303.14,9720.38,10033.75,105556.67,1061827697.26
1518825600,11097.21,11119.45,10074.07,10188.73,123660.48,1327921168.02
1518912000,10417.23,11288.34,10161.01,11097.21,154431.22,1659704217.34
1518998400,11182.28,11265.96,10336.32,10418.12,108244.29,1186535653.61
1519084800,11256.43,11802.23,11130.95,11182.28,142449.23,1640343867.77
1519171200,10481.66,11295.58,10256.21,11256.78,183274.25,1982721124.63
1519257600,9847.96,10941.57,9757.19,10481.66,175506.26,1795951829.82
1519344000,10175.51,10420.67,9604,9847.96,139373.76,1399448203.16
1519430400,9705.73,10528,9396.54,10175.51,125269.68,1244484468.57
1519516800,9610.11,9873.79,9329.44,9705.73,82430.45,793093192.66
1519603200,10326.5,10457.51,9411.82,9610.11,117416.47,1181729273.47
1519689600,10594.76,10879.38,10154.24,10326.5,99772.39,1060840699.02
1519776000,10334.44,11067.76,10303.14,10594.76,105434.79,1126074675.67
1519862400,10929.37,11090.3,10247.56,10334.44,88432.44,952472120.03
1519948800,11043.12,11191.94,10801.45,10929.37,77195.49,852908489.64
1520035200,11465.36,11530.66,11043.12,11043.12,71279.36,812200126.22
1520121600,11504.42,11539.79,11084.01,11465.36,61016.39,690727335.55
1520208000,11440.73,11694.15,11431.55,11503.94,68323.51,791471905.1
1520294400,10735.45,11441.65,10589.28,11440.33,109876.55,1210081181.36
1520380800,9928.56,10913.7,9470.73,10735.45,183060.08,1858869115
1520467200,9316.72,10119.21,9086.85,9928.56,154879.22,1492236089.97
1520553600,9252.76,9433.38,8393.45,9316.77,233598.15,2081621422.7
1520640000,8797.27,9518.62,8727.43,9252.76,117409.38,1084925795.69
1520726400,9544.84,9735.64,8484.32,8797.27,149877.66,1374814644.2
1520812800,9142.15,9907.41,8796.52,9543.98,152959.8,1435404200.39
1520899200,9160.12,9486.12,8856.65,9142.27,133768.47,1228556284.3
1520985600,8217.7,9360.66,7966.94,9160.12,161775.05,1385572511.72
1521072000,8268.41,8432.12,7698.47,8216.22,187365.71,1519850464.55
1521158400,8283.23,8616.63,7924.11,8267.95,129688.11,1082790136.53
1521244800,7883.45,8360.64,7765.41,8283.23,111641.32,901939422.97
1521331200,8215.4,8299.86,7318.46,7882.67,198796.34,1535519444.95
1521417600,8623.14,8725.6,8129.66,8215.5,171829.52,1447812723.08
1521504000,8920.71,9056.23,8339.8,8623.14,131959.66,1150462439.42
1521590400,8911.35,9184.51,8778.69,8920.53,109985.22,991376396.96
1521676800,8724.98,9107,8500.88,8911.37,116522.98,1023286566.15
1521763200,8934.8,8935.88,8307.58,8724.98,109649.39,939997284.45
1521849600,8548.06,9036.23,8515.53,8935.51,93296.24,827663165.33
1521936000,8472.84,8690.36,8395.85,8548.39,76775.64,657643520.26
1522022400,8152.2,8521.04,7869.27,8472.56,131859.97,1079038734.78
1522108800,7808.48,8226.24,7752.3,8152.18,116523.1,930754990.52
1522195200,7959.78,8117.79,7752.6,7808.42,82590.62,657712114.92
1522281600,7106.62,7983.77,6927.11,7959.78,185805.88,1379180030.3
1522368000,6853.76,7280.27,6595.26,7106.62,229837.79,1584675343.21
1522454400,6943.77,7228.4,6806.34,6853.75,129526.48,915400590.57
1522540800,6835.84,7056.22,6463.54,6943.77,131344.01,889887684.72
1522627200,7074.6,8218.66,6792.3,6835.58,106513.22,748861435.14
1522713600,7434.3,7528.97,7039.88,7074.65,122807.02,905326798.64
1522800000,6815.5,7442.42,6727.09,7434.3,123910.33,877199782.17
1522886400,6790.45,6933.66,6602.38,6815.5,114426.84,777145174.76
1522972800,6634.86,6869.53,6526.67,6790.45,90749.16,605651287.47
1523059200,6917.2,7083.85,6624.47,6634.86,81312.77,564883141.53
1523145600,7049.92,7132.03,6911.02,6917.2,60386.23,425825572.09
1523232000,6789.53,7204.28,6633.69,7049.92,130534.03,901883664.92
1523318400,6871.07,6922.84,6676.72,6789.53,62035.53,424510977.27
1523404800,6977.13,6999.37,6839.16,6871.07,64802.3,450141340.22
1523491200,7927.73,8051.95,6791.33,6977.04,197276.82,1490759969.77
1523577600,7899.11,8237.16,7758.8,7927.73,145665.26,1171435820.59
1523664000,8022.51,8195.34,7841.19,7898.74,66678.63,537286381.88
1523750400,8376.73,8437.03,8021.04,8022.51,68822.07,570527804.56
1523836800,8079.77,8430.93,7929.24,8376.73,87681.75,713471956.84
1523923200,7921.63,8187.6,7858.12,8079.77,71933.6,580880500.84
1524009600,8189.96,8246.57,7908.92,7921.65,73050.12,593500791.64
1524096000,8301.82,8321.01,8136.42,8189.92,72820.98,602099034.89
1524182400,8877.08,8945.14,8243.49,8301.82,114730.74,979994921.45
1524268800,8935.72,9047.82,8631.18,8877.15,93635.24,829073400.66
1524355200,8823.36,9043.98,8788.44,8935.85,68212.83,610183093.43
1524441600,8968.25,9025.73,8804.2,8823.46,61895.95,553892335.42
1524528000,9655.77,9741.91,8957.68,8967.86,136352.05,1276464750.74
1524614400,8873.62,9765.23,8757.06,9657.69,192797.41,1779806222.98
1524700800,9282.12,9315.13,8669.38,8873.57,111690.32,997427934.62
1524787200,8938.47,9385.87,8923.48,9289.01,82025.4,758182407.35
1524873600,9351.47,9435.9,8892.52,8938.47,83347.1,774111704.68
1524960000,9407.04,9552.67,9189.07,9349.94,68227.03,640931911.37
1525046400,9248.45,9459.81,9133.6,9407.35,61631.36,574099218.21
1525132800,9077.28,9251.66,8851.1,9248.25,74147.8,669555436.99
1525219200,9232.19,9271.62,8993.82,9077.28,57618.44,527488395.49
1525305600,9745.04,9817.19,9172.28,9232.19,90631.98,857646889.15
1525392000,9699.61,9785.15,9547.21,9746.26,68689.75,663887678.35
1525478400,9845.9,9968.85,9687.09,9700.37,68875.75,679872376.4
1525564800,9644.92,9936.96,9441.93,9846.44,62904.49,608650204.19
1525651200,9377.81,9662.23,9202.13,9643.99,73842.44,692580062.51
1525737600,9196.13,9472.09,9063.07,9377.08,72659.12,673924125.29
1525824000,9321.16,9373.46,8987.27,9196.13,67939.11,625495066.08
1525910400,9032.22,9393.95,9017.13,9321.52,67915.99,629850604.12
1525996800,8421,9032.27,8363.5,9032.22,134727.27,1176888629.2
1526083200,8486.67,8653.8,8225.97,8420.82,92805.87,783972252.35
1526169600,8709.46,8773.96,8350.91,8488.07,61066.94,525395861.86
1526256000,8672.9,8883,8312.72,8709.46,101370.46,874543293.99
1526342400,8480.16,8848.69,8441.25,8672.88,84517.8,730739738.9
1526428800,8344.78,8501.65,8119.17,8480.16,95203.5,789660713.22
1526515200,8071.04,8476.45,8015.77,8342.69,74445.77,615539512.71
1526601600,8247.91,8280.45,7940.35,8071.04,68665.67,558167598.76
1526688000,8249.24,8397.27,8160.8,8247.91,45978.21,381458405.45
1526774400,8533,8591.45,8181.46,8249.24,49694.23,418898289.02
1526860800,8419.65,8585.85,8347.88,8533.22,54602.79,463653636.91
1526947200,7992.75,8428.6,7962.43,8419.67,66032.52,543342369.36
1527033600,7505.77,8031.63,7460.66,7992.75,120597.47,934151146.29
1527120000,7584.74,7729.48,7283.77,7505.77,109709.83,826278113.25
1527206400,7475.36,7652.37,7347.96,7584.78,84630.56,634474356.99
1527292800,7355.06,7626.69,7314.71,7475.36,48994.09,368322782.27
1527379200,7362.23,7420.07,7256.67,7355.06,46446.45,341348321.23
1527465600,7118.88,7455.55,7092.91,7362.23,72505.5,526854342.95
1527552000,7474.75,7533.03,7069.01,7118.88,86536.7,634849312.09
1527638400,7393.02,7571.08,7295.78,7474.75,67797.62,505870974.98
1527724800,7502.15,7608.87,7349.52,7393.02,60780.47,458223966.12
1527811200,7530.55,7614.66,7370.27,7501.74,61082.25,458687659.47
1527897600,7643.26,7697.34,7467.79,7530.55,47435.99,362414878.61
1527984000,7719.75,7774.96,7606.76,7643.26,42988.84,332313005.46
1528070400,7503.2,7760.73,7469.21,7719.73,56223.86,427448262.3
1528156800,7629.4,7672.7,7394.97,7503.32,58424.84,440337235.4
1528243200,7661.79,7701.35,7504.98,7629.4,51911.42,396116252.65
1528329600,7700.11,7755.92,7651.13,7661.79,44318.41,342475552.09
1528416000,7627.52,7709.61,7559.5,7700.4,40500.95,310119047.41
1528502400,7513.69,7691.74,7495.72,7627.56,28511.04,218013881.09
1528588800,6773.72,7514.04,6661.98,7513.76,127797.43,895514425.38
1528675200,6887.37,6913.85,6652.89,6773.72,71169.64,482788065.15
1528761600,6556.94,6888.33,6462.61,6887.43,75997.29,509372466.34
1528848000,6310.43,6623,6140.63,6556.94,124304.17,797087281.14
1528934400,6643.26,6719.44,6286.23,6310.43,95038.67,620296377.11
1529020800,6396.71,6667.23,6380.69,6643.63,57731.42,379228601.07
1529107200,6503.1,6569.15,6345.99,6396.71,35851.38,232802782.59
1529193600,6457.78,6585.77,6446.38,6503.1,34359.95,224575526.46
1529280000,6714.82,6802.03,6401.41,6457.78,65285.57,430241689.13
1529366400,6741.28,6839.6,6672.2,6714.56,54949.84,370797057.99
1529452800,6761.27,6817.9,6569.96,6741.28,59674.47,400530201.24
1529539200,6720.64,6790.08,6687.66,6761.27,43765.89,295690715.67
1529625600,6051.47,6731.51,5941.32,6720.64,137346.53,862826624.25
1529712000,6166.54,6257.88,6033.2,6051.47,57011.61,350697378.49
1529798400,6157.78,6254.02,5782.13,6166.36,110833.06,667479078.32
1529884800,6260.35,6344.45,6095.25,6157.78,79086.4,492834172.99
1529971200,6088.39,6286.36,6067.49,6260.4,62925.3,391396653.43
1530057600,6141.57,6192.11,6021.69,6092.26,62639.82,383457137.86
1530144000,5871.28,6172.23,5844.26,6141.57,63585.51,385907044.98
1530230400,6203.8,6286.67,5813.02,5870.81,92884.98,554799001.51
1530316800,6385.38,6503.33,6194.51,6203.81,65571.19,419284677.69
1530403200,6339.04,6429.5,6262.72,6385.43,40809.54,259708490.63
1530489600,6615.66,6673.71,5537.86,6342.69,73069.19,465915661.24
1530576000,6509.58,6670.3,6473.48,6616.6,54662.02,356390898.98
1530662400,6590.06,6777.97,6411.13,6508.43,62355.75,412202352.61
1530748800,6534.81,6691.32,6448.23,6589.77,63771.67,421189063.01
1530835200,6602.02,6633.44,6458.14,6534.81,47259.68,310759733.14
1530921600,6758.08,6814.42,6518.23,6602.03,41785.1,277167900.06
1531008000,6707.38,6782.85,6684.15,6758.08,39671.12,268455446.1
1531094400,6668.84,6803.1,6625.58,6707.46,48761.43,328316145.78
1531180800,6306.85,6683.61,6277.23,6668.84,72513.31,470432142.71
1531267200,6394.36,6405.59,6293.68,6306.87,51054.67,327667754.35
1531353600,6253.6,6394.93,6084,6394.36,65555.38,409078182.65
1531440000,6229.83,6349.21,6131.54,6253.66,50964.41,319802271.97
1531526400,6268.75,6332.46,6190.18,6229.61,27713.18,174416786.37
1531612800,6364.26,6401.5,6245.75,6268.32,34225.9,218543291.78
1531699200,6740.55,6761.84,6349.83,6364.26,74798.53,494264915.91
1531785600,7326.7,7476.24,6677.56,6740.54,112707.21,799401451.35
1531872000,7383.39,7590.65,7253.71,7326.76,105818.71,788460811.94
1531958400,7477.5,7563.7,7289.9,7383.39,70179.39,522544440.45
1532044800,7333.93,7676.55,7279.34,7477.1,80874.93,603034414.79
1532131200,7405.4,7453.07,7220.37,7333.93,40295.77,297440355.21
1532217600,7398.64,7569.28,7345.25,7405.4,47479.76,355565264.85
1532304000,7718,7798.59,7376.66,7398.64,96722.04,745533303.01
1532390400,8395.82,8485.71,7692.16,7718,143800.43,1166560702.13
1532476800,8170.23,8481.11,8061.07,8395.81,89988.19,736530740.43
1532563200,7937.25,8302.24,7862.67,8170.37,78993.93,643953970.45
1532649600,8182.89,8278.01,7806.25,7937.1,80336.48,646256012.09
1532736000,8230.87,8238.04,8070.04,8182.88,36136.12,295872316.42
1532822400,8216.78,8291.55,8123.53,8230.82,34073.43,280233415.98
1532908800,8176.06,8273.61,7867.44,8216.7,83918.76,681120739.99
1532995200,7735.3,8176.27,7663.7,8176.08,97152.13,765186307.24
1533081600,7610.9,7760.74,7449.31,7736.25,78466.58,595404848.88
1533168000,7542.34,7713.32,7470.86,7610.9,55711.79,424093581.76
1533254400,7417.6,7542.49,7296.76,7542.34,79126.57,586982505.83
1533340800,7017.89,7490.89,6940.15,7417.6,74300.44,534002935.97
1533427200,7042.39,7092.53,6898.31,7017.89,52556.01,368914046.39
1533513600,6945.78,7160.4,6854.79,7042.57,58545.04,410408444.75
1533600000,6723.21,7150.86,6685.02,6945.77,82683.83,575690006.27
1533686400,6285.02,6723.99,6133.03,6723.29,130417.52,838853615.89
1533772800,6543.24,6631.23,6195.02,6285.06,89588.13,575748446.38
1533859200,6153.41,6582.14,6025.91,6543.25,100856.92,639457019.98
1533945600,6242.54,6488.55,6014.26,6152.95,87651.14,545722619.11
1534032000,6322.92,6483.39,6176.89,6242.53,57916.23,366460108.69
1534118400,6263.2,6545.02,6157.03,6322.41,71073.56,452431672.68
1534204800,6199.6,6266.5,5891.87,6263.2,125196.64,759847789.73
1534291200,6274.22,6620.07,6193.63,6199.63,132926.33,852103141.83
1534377600,6323.81,6478.07,6217.33,6274.22,71357.92,454679037.36
1534464000,6591.16,6594.72,6300.45,6323.81,73383.05,477089455.56
1534550400,6405.71,6622.16,6322.44,6591.18,52093.8,336744293.81
1534636800,6502.18,6560.88,6330.56,6405.74,39452.94,253984821.8
1534723200,6269.9,6537.54,6248.39,6502.24,61983.28,397981291.82
1534809600,6491.11,6506.69,6259.81,6270.09,61753.86,396746063.37
1534896000,6366.13,6890.79,6264.34,6491.09,116096.61,764005011.18
1534982400,6538.95,6575.28,6356.96,6366.14,52740.3,340811486.77
1535068800,6708.96,6736.83,6481.76,6539.13,58037.12,382456858.97
1535155200,6749.56,6808.89,6684.19,6708.94,38189.09,258296664.16
1535241600,6720.6,6793.17,6588.48,6749.71,39682.91,265820591.17
1535328000,6915.73,6944.21,6674.84,6720.6,59984.28,405769271.5
1535414400,7091.38,7136.71,6877.2,6915.92,69448.01,487789642
1535500800,7052,7137.47,6944.76,7091.38,50361.95,356139022.3
1535587200,6998.76,7072.64,6818.69,7051.61,61266.88,425475685.56
1535673600,7026.96,7096.73,6903.08,6998.76,49774.38,349131152.81
1535760000,7203.46,7272.03,7025.58,7026.96,41873.76,300301833.39
1535846400,7301.26,7384.38,7144.71,7203.46,61424.38,447453370.83
1535932800,7270.05,7350.58,7204.89,7301.25,42451.23,309327793.27
1536019200,7369.86,7417.65,7246.76,7270.05,46681.9,343762001.58
1536105600,6705.03,7401.43,6694.06,7369.89,113370.51,797851163.66
1536192000,6515.42,6727.19,6295.11,6705.06,127586.04,823309044.3
1536278400,6411.78,6549.39,6345.48,6515.42,53170.79,344487244.01
1536364800,6200.16,6480.57,6134.76,6413.12,49719.12,317380272.09
1536451200,6249.07,6451.25,6161.83,6200.23,38701,244400344.41
1536537600,6324.43,6371.42,6247.64,6249.07,50695.88,320435279.61
1536624000,6295.54,6415.51,6199.19,6324.43,51401.22,324512939.85
1536710400,6337.11,6357.89,6208.28,6295.54,52814.83,332537236.17
1536796800,6492,6534.89,6337.08,6337.08,65684.53,425090869.76
1536883200,6486.01,6591.59,6393.84,6492.17,58029.07,377989402.01
1536969600,6522.08,6573.19,6473.47,6485.39,31894.67,208349557
1537056000,6502.44,6525.05,6404.31,6522.68,30897.54,200545603.1
1537142400,6261.48,6538.82,6216.83,6502.44,62738.57,399675966.34
1537228800,6346.44,6393.39,6238.25,6261.33,55076.95,348485895.37
1537315200,6398.8,6522.9,6131.02,6346.44,71293.01,452379323.08
1537401600,6505.9,6551.93,6361.33,6398.83,46802.06,301619960.91
1537488000,6762.06,6785.22,6501.01,6505.97,85295.46,569642976.25
1537574400,6716.6,6834.49,6633.01,6762.07,38829.87,261159308.22
1537660800,6702.7,6768.56,6663.9,6716.6,25143.83,169080003.37
1537747200,6583.53,6717.6,6557.82,6702.73,48934.13,324660682.66
1537833600,6437.74,6583.54,6333.21,6583.53,65381.85,420279170.44
1537920000,6462.6,6543.92,6383.16,6437.74,40752.6,264402806.65
1538006400,6686.13,6733.94,6434.76,6462.6,52542,345096700.08
1538092800,6635.38,6806.1,6545.41,6686.13,74353.41,497340510.07
1538179200,6603.75,6635.42,6474.23,6635.4,37296.34,245055396.51
1538265600,6623.71,6741.96,6543.68,6603.75,26335.14,174302164.09
1538352000,6594.98,6662.6,6510.54,6623.82,38926.98,256959931.63
1538438400,6525.47,6618.95,6478.04,6594.98,40624.2,267166277.79
1538524800,6492.26,6537.07,6428.98,6525.46,47186,306385346.59
1538611200,6579.79,6622.32,6486.86,6492.61,42142.96,277614018.45
1538697600,6632.87,6683.55,6546.98,6580,39731.28,262562344.98
1538784000,6589.94,6637.08,6563.25,6632.88,24787.61,162722103.98
1538870400,6601.15,6622.49,6535.02,6589.94,27272.67,179378859.39
1538956800,6650.07,6698.31,6565.01,6601.46,47216.82,313507433.75
1539043200,6631.79,6657,6589.39,6650.07,32204.25,213976678.23
1539129600,6581.07,6633.22,6487.86,6631.79,49264.39,323664963.18
1539216000,6209.47,6581.59,6171.95,6581.07,104258.49,654924117.8
1539302400,6250.85,6296.56,6173.86,6209.47,46195.91,289840137.45
1539388800,6267.27,6280.73,6238.92,6252.1,21914.85,137705035.59
1539475200,6277.73,6346.56,6247.17,6267.27,34130.1,215422888.18
1539561600,6612.36,7234.83,6244.77,6277.73,177320.05,1190524168.21
1539648000,6583.05,6724.91,6545.54,6612.69,49191.34,324232509.78
1539734400,6574.52,6589.2,6511.6,6583.05,33538.55,220418636.64
1539820800,6488.72,6616.27,6445.05,6576.4,50725.31,331761115.45
1539907200,6469.28,6503.09,6449.36,6489.37,36599.64,237855085.41
1539993600,6490.56,6645.2,6395.45,6469.28,19543.75,127185847.78
1540080000,6509.87,6557.39,6474.47,6490.6,16019.49,105283929.06
1540166400,6483.23,6531.23,6460.38,6509.87,31239.03,202766914.4
1540252800,6470.22,6496.2,6438.99,6484.32,34071.62,220913293.6
1540339200,6476.25,6538.35,6465.73,6470.63,34111.66,222068131.83
1540425600,6462.77,6497.9,6432.3,6476.52,35706.92,231214963.95
1540512000,6457.21,6514,6441.81,6462.77,33284.54,215447656.36
1540598400,6470.17,6479,6445.95,6457.21,19092.86,124066466.34
1540684800,6470.74,6483.24,6444.74,6470.17,16806.73,109118160.99
1540771200,6313.91,6483.39,6282.58,6470.74,53760.53,342463526.52
1540857600,6309.11,6340.68,6286.3,6314.38,42701.22,269592154.08
1540944000,6342.61,6391.25,6241.49,6309.11,38823.41,245357244.49
1541030400,6381.3,6402.59,6322.6,6342.81,31397.71,199861220.45
1541116800,6394.66,6420.93,6371.57,6381.3,27987.6,179385606.7
1541203200,6376.32,6398.09,6336.96,6394.65,28808.38,183565304.27
1541289600,6467.05,6498.16,6351.92,6376.55,27317.02,175805188.92
1541376000,6433.74,6475.8,6406.69,6467.05,24142,155758902.3
1541462400,6479.72,6482.81,6412.56,6433.53,37162.36,239808254.25
1541548800,6529.68,6562.79,6476.59,6479.72,55100.44,360052788.55
